Group ID,URL,Title,H1,Meta Description
REPORT DESCRIPTION,DUPLICATE TitleS REPORT: Pages where only the Title matches (excluding all previous reports),,,
,,,,
1,https://www.kay.com/birthstone-family-mothers-bracelet/p/V-3920,Signetstore,,
1,https://www.kay.com/color-stone-family-heart-necklace/p/V-1404,Signetstore,,
1,https://www.kay.com/couples-color-stone-heart-necklace/p/V-9530,Signetstore,,
1,https://www.kay.com/color-stone-family-butterfly-ring/p/V-5332,Signetstore,,
1,https://www.kay.com/diamond-deconstructed-initial-heart-ring/p/V-5262,Signetstore,,
1,https://www.kay.com/diamond-engagement-ring-setting-58-ct-tw-14k-white-gold/p/V-491538409,Signetstore,,
1,https://www.kay.com/diamond-ring-setting-58-ct-tw-roundcut-14k-white-gold/p/V-562026904,Signetstore,,
1,https://www.kay.com/birthstone-engravable-necklace/p/V-6053,Signetstore,,
1,https://www.kay.com/birthstone-family-mothers-ring/p/V-2992,Signetstore,,
1,https://www.kay.com/birthstone-ring/p/V-3134,Signetstore,,
1,https://www.kay.com/couples-birthstone-ring/p/V-6747,Signetstore,,
1,https://www.kay.com/birthstone-family-mothers-ring/p/V-8904,Signetstore,,
1,https://www.kay.com/birthstone-claddagh-7-bangle-bracelet/p/V-9660,Signetstore,,
1,https://www.kay.com/120-ct-tw-diamond-family-hearts-pendant/p/V-1465,Signetstore,,
1,https://www.kay.com/color-stone-family-tree-necklace/p/V-1850,Signetstore,,
1,https://www.kay.com/tanzanite-white-topaz-fashion-ring-10k-yellow-gold/p/V-4F56EJFWV,Signetstore,,
1,https://www.kay.com/peridot-white-topaz-fashion-ring-sterling-silver/p/V-4C4AZJAL,Signetstore,,
1,https://www.kay.com/london-blue-topaz-white-topaz-fashion-bracelet-10k-rose-gold/p/V-4YUFCBG8T,Signetstore,,
1,https://www.kay.com/princess-cut-diamond-bridal-ring-matching-band/p/V-2DSZVVQJ3ZP0L,Signetstore,,
1,https://www.kay.com/round-diamond-bridal-ring/p/V-2DSZVVQA1KD0A,Signetstore,,
1,https://www.kay.com/sterling-silver-10k-gold-4mm-labcreated-opal/p/V-4976,Signetstore,,
1,https://www.kay.com/color-stone-family-ring/p/V-7497,Signetstore,,
1,https://www.kay.com/engravable-oval-disc-heart-labcreated-white-sapphire-necklace/p/V-9455,Signetstore,,
1,https://www.kay.com/110-ct-tw-diamond-quinceanera-heart-ring/p/V-9461,Signetstore,,
1,https://www.kay.com/birthstone-couples-hidden-message-heart-necklace/p/V-5537,Signetstore,,
1,https://www.kay.com/115-ct-tw-diamond-name-plate-necklace/p/V-3990,Signetstore,,
1,https://www.kay.com/barbed-wire-design-engravable-band/p/V-7508,Signetstore,,
1,https://www.kay.com/birthstone-heart-stud-earrings/p/V-4197,Signetstore,,
1,https://www.kay.com/diamond-birthstone-necklace/p/V-6108,Signetstore,,
1,https://www.kay.com/name-plate/p/V-8551,Signetstore,,
1,https://www.kay.com/birthstone-couples-locket-necklace/p/V-8093,Signetstore,,
1,https://www.kay.com/color-stone-sterling-silver-family-bracelet/p/V-1798,Signetstore,,
1,https://www.kay.com/london-blue-topaz-white-topaz-fashion-ring-sterling-silver/p/V-4BM8IYG1L,Signetstore,,
1,https://www.kay.com/citrine-white-topaz-fashion-ring-sterling-silver/p/V-4GSPFRXGG,Signetstore,,
1,https://www.kay.com/white-topaz-garnet-fashion-pendant-sterling-silver/p/V-4NVU41YH2,Signetstore,,
1,https://www.kay.com/citrine-peridot-fashion-pendant-sterling-silver/p/V-4NVU42NYC,Signetstore,,
1,https://www.kay.com/london-blue-topaz-white-topaz-fashion-bracelet-sterling-silver/p/V-4WWPPUWQO,Signetstore,,
1,https://www.kay.com/amethyst-peridot-white-topaz-fashion-earrings-sterling-silver/p/V-4Q4N8GMMN,Signetstore,,
1,https://www.kay.com/london-blue-topaz-white-topaz-fashion-ring-sterling-silver/p/V-4ZNWE75V,Signetstore,,
1,https://www.kay.com/emerald-cut-diamond-bridal-ring-matching-band/p/V-2DSZVVQB8XG0L,Signetstore,,
1,https://www.kay.com/round-tanzanite-bridal-ring/p/V-2DVA36MEFEB0A,Signetstore,,
1,https://www.kay.com/color-stone-family-heart-necklace/p/V-7622,Signetstore,,
1,https://www.kay.com/color-stone-family-ring/p/V-8336,Signetstore,,
1,https://www.kay.com/neil-lane-ring-setting-1-ct-tw-diamonds-14k-white-gold/p/V-562959205,Signetstore,,
1,https://www.kay.com/labgrown-diamonds-by-kay-engagement-ring-setting-12-ct-tw-14k-white-gold/p/V-431995505,Signetstore,,
1,https://www.kay.com/white-labcreated-sapphire-hidden-message-heart-bolo-bracelet/p/V-5539,Signetstore,,
1,https://www.kay.com/color-stone-family-heart-necklace/p/V-4200,Signetstore,,
1,https://www.kay.com/color-stone-family-necklace/p/V-9188,Signetstore,,
1,https://www.kay.com/tribal-design-engravable-band/p/V-7505,Signetstore,,
1,https://www.kay.com/labgrown-diamonds-by-kay-engagement-ring-setting-34-ct-tw-14k-rose-gold/p/V-900293008,Signetstore,,
1,https://www.kay.com/butterfly-name-plate-necklace/p/V-2090,Signetstore,,
1,https://www.kay.com/color-stone-family-ring/p/V-7776,Signetstore,,
1,https://www.kay.com/120-carat-tw-diamond-promise-ring/p/V-1360,Signetstore,,
1,https://www.kay.com/16-carat-tw-diamond-promise-ring/p/V-1368,Signetstore,,
1,https://www.kay.com/birthstone-mothers-ring/p/V-3070,Signetstore,,
1,https://www.kay.com/110-carat-tw-diamond-promise-ring/p/V-1358,Signetstore,,
1,https://www.kay.com/birthstone-family-mothers-ring/p/V-2978,Signetstore,,
1,https://www.kay.com/birthstone-family-mothers-ring/p/V-3053,Signetstore,,
1,https://www.kay.com/birthstone-stackable-ring/p/V-3166,Signetstore,,
1,https://www.kay.com/birthstone-family-mothers-necklace/p/V-8801,Signetstore,,
1,https://www.kay.com/birthstone-family-mothers-heart-necklace/p/V-9940,Signetstore,,
1,https://www.kay.com/unstoppable-love-mothers-pendant/p/V-9803,Signetstore,,
1,https://www.kay.com/color-stone-family-necklace/p/V-1947,Signetstore,,
1,https://www.kay.com/tanzanite-white-topaz-fashion-ring-10k-yellow-gold/p/V-4CASPOU1G,Signetstore,,
1,https://www.kay.com/pink-tourmaline-white-topaz-fashion-earrings-10k-rose-gold/p/V-4UY2NEM58,Signetstore,,
1,https://www.kay.com/color-stone-couples-necklace/p/V-7614,Signetstore,,
1,https://www.kay.com/birthstone-halo-ring/p/V-3171,Signetstore,,
1,https://www.kay.com/locket-necklace/p/V-6722,Signetstore,,
1,https://www.kay.com/family-mothers-stackable-birthstone-band/p/V-2811,Signetstore,,
1,https://www.kay.com/birthstone-family-mothers-infinity-pendant/p/V-3127,Signetstore,,
1,https://www.kay.com/diamond-promise-ring-16-ct-tw/p/V-3003,Signetstore,,
1,https://www.kay.com/color-stone-family-heart-ring/p/V-1900,Signetstore,,
1,https://www.kay.com/london-blue-topaz-white-topaz-fashion-ring-10k-rose-gold/p/V-4DKW8R2XQ,Signetstore,,
1,https://www.kay.com/amethyst-citrine-fashion-pendant-sterling-silver/p/V-4M9BIJOYR,Signetstore,,
1,https://www.kay.com/london-blue-topaz-white-topaz-fashion-ring-sterling-silver/p/V-4GSPFRXUV,Signetstore,,
1,https://www.kay.com/peridot-white-topaz-fashion-earrings-sterling-silver/p/V-4S2C1X54X,Signetstore,,
1,https://www.kay.com/round-tanzanite-bridal-ring-matching-band/p/V-2DVA36MEFEB0FK2,Signetstore,,
1,https://www.kay.com/sterling-silver-10k-gold-heart-charm-labcreated-white-sapphires/p/V-4878,Signetstore,,
1,https://www.kay.com/diamond-ring-setting-15-ct-tw-roundcut-14k-white-gold/p/V-993818703,Signetstore,,
1,https://www.kay.com/labgrown-diamonds-by-kay-trapezoidcut-engagement-ring-setting-38-ct-tw-14k-twotone-gold/p/V-432033708,Signetstore,,
1,https://www.kay.com/120-ct-tw-diamond-couples-heart-pendant/p/V-2056,Signetstore,,
1,https://www.kay.com/color-stone-family-ring/p/V-9175,Signetstore,,
1,https://www.kay.com/color-stone-couples-cross-necklace/p/V-7953,Signetstore,,
